Gen	theta_7OLMXRB	theta_8LMXRB	theta_9LM	theta_10XRB	theta_11RB	tau_7OLMXRB	tau_8LMXRB	tau_9LM	tau_10XRB	tau_11RB	lnL
279390	0.010284	0.00072321	0.0022207	0.00028128	0.001882	0.0012144	0.00069556	0.00017308	0.00059398	0.00016892	-15981934.153
279420	0.010447	0.00072499	0.0023209	0.00028191	0.0016675	0.0012204	0.00069954	0.00017479	0.00059751	0.00019014	-15982121.492
279450	0.010363	0.0007255	0.002297	0.00028238	0.00141	0.0012185	0.00069904	0.00017765	0.0005965	0.00019515	-15982242.191
279480	0.01036	0.00073372	0.0023022	0.00028572	0.0014804	0.0012275	0.00070429	0.00017173	0.00060068	0.00022111	-15982353.892
279510	0.010289	0.0007277	0.0024396	0.00028541	0.0016893	0.0012207	0.00069458	0.0001521	0.00058819	0.00019367	-15982369.768
279540	0.010273	0.00072404	0.002584	0.0002829	0.0016705	0.0012174	0.00069406	0.00015378	0.00058999	0.00018255	-15981717.294
279570	0.010314	0.00072027	0.0026011	0.00028071	0.0018532	0.001218	0.0006964	0.00014024	0.00059347	0.00019162	-15982373.178
279600	0.010194	0.00072424	0.0026108	0.00028267	0.0020697	0.0012211	0.00070225	0.00013685	0.0005976	0.00018284	-15982056.400
279630	0.010255	0.00072653	0.0024819	0.00028561	0.0019685	0.0012163	0.00069395	0.00013166	0.00058629	0.00017253	-15982058.741
279660	0.010375	0.00073193	0.0025439	0.00028854	0.002192	0.0012196	0.00069157	0.00013036	0.00058266	0.00016907	-15981978.872
279690	0.010432	0.00073769	0.0025436	0.00029348	0.0020376	0.0012224	0.00068938	0.00013299	0.00057553	0.00018192	-15982014.446
279720	0.010342	0.00073514	0.0025073	0.00029105	0.0022186	0.0012178	0.00068964	0.00013158	0.00057855	0.00017374	-15982022.554
279750	0.010296	0.00074535	0.0024362	0.00029487	0.0019189	0.0012263	0.00069307	0.00013293	0.00058186	0.00017505	-15981683.772
279780	0.010374	0.00074455	0.0025354	0.00029713	0.0017321	0.001225	0.00068569	0.00012248	0.00057067	0.00018342	-15981999.956
279810	0.010342	0.00074825	0.0024913	0.00029745	0.0018458	0.0012251	0.00068725	0.00012574	0.0005742	0.00018394	-15982167.651
279840	0.010387	0.00074877	0.0025483	0.00029812	0.0017719	0.0012238	0.00068838	0.00012017	0.00057424	0.00019518	-15981642.089
279870	0.01044	0.00075156	0.0027342	0.00029982	0.0018111	0.0012292	0.00068902	0.00011475	0.00057364	0.00017625	-15981764.347
279900	0.010415	0.00074949	0.0025041	0.00029903	0.0017236	0.0012202	0.00068097	0.00012578	0.00056688	0.00017617	-15981725.441
279930	0.010361	0.00074323	0.0024591	0.00029665	0.00196	0.0012122	0.00067832	0.00013032	0.00056445	0.00016252	-15981923.472
279960	0.010297	0.00074462	0.002424	0.00029675	0.0019214	0.0012164	0.0006854	0.00013717	0.00057121	0.00016729	-15981609.532
279990	0.010419	0.00075061	0.0024121	0.00029782	0.0021468	0.0012249	0.00068869	0.00014458	0.00057649	0.00015344	-15981844.634
280020	0.010323	0.00074781	0.0025099	0.00029755	0.0021639	0.0012164	0.00068161	0.0001405	0.00056896	0.00013653	-15981674.897
280050	0.010392	0.00075194	0.0023347	0.00029894	0.0020579	0.001212	0.00067452	0.00015046	0.00056352	0.00016166	-15981660.453
280080	0.010334	0.00075707	0.0022984	0.00030061	0.0018844	0.0012153	0.00067503	0.00015793	0.00056462	0.00016711	-15981613.362
280110	0.010418	0.00076269	0.0023984	0.00030112	0.0021727	0.0012212	0.00067821	0.00015106	0.00057055	0.00014981	-15982123.301
280140	0.010366	0.00075825	0.0024819	0.00029964	0.0018215	0.0012197	0.00067883	0.00014634	0.00057054	0.00016157	-15981672.827
280170	0.010212	0.00074371	0.0024189	0.00029287	0.0018051	0.0012094	0.00067844	0.00015649	0.00057221	0.00014708	-15982118.418
280200	0.010313	0.00074809	0.002321	0.00029416	0.0020766	0.0012229	0.00068507	0.00015982	0.00057864	0.00014237	-15982139.491
280230	0.010299	0.00075065	0.0024114	0.00029667	0.0021667	0.001227	0.00068785	0.00015855	0.00057806	0.00014384	-15981957.772
280260	0.010239	0.00074858	0.0023378	0.00029699	0.0023178	0.0012216	0.0006875	0.00015551	0.00057553	0.00013873	-15981844.870
280290	0.01028	0.00074713	0.0023831	0.0002975	0.0022448	0.0012262	0.00069144	0.00016307	0.00057673	0.00015546	-15982038.709
280320	0.010184	0.00074642	0.0024011	0.00029638	0.0022296	0.0012141	0.00068272	0.00016574	0.00057107	0.00014542	-15981833.646
280350	0.010237	0.0007601	0.0022981	0.00030272	0.0021013	0.001232	0.00069	0.00016255	0.00057543	0.00015063	-15982107.433
280380	0.010272	0.00076026	0.0024336	0.00030308	0.001953	0.0012296	0.00068611	0.00014336	0.00057163	0.00013841	-15981983.040
280410	0.010361	0.00076471	0.0022014	0.00030302	0.0018938	0.0012341	0.00068318	0.00015647	0.00057262	0.0001559	-15981922.516
280440	0.01029	0.00075887	0.0024893	0.00029831	0.0020327	0.0012286	0.00068382	0.00014346	0.00057776	0.00015492	-15982181.033
280470	0.010225	0.00075959	0.0025463	0.00029857	0.0019693	0.0012301	0.00068432	0.00013951	0.00057825	0.00015359	-15982111.448
280500	0.010178	0.00075216	0.0024956	0.00029632	0.0020493	0.001224	0.00068088	0.00014451	0.00057402	0.00014574	-15982215.488
280530	0.010303	0.00075524	0.0026695	0.00029843	0.001917	0.0012415	0.00069695	0.00013492	0.00058582	0.00015559	-15981933.982
280560	0.010223	0.00074781	0.0028019	0.00029496	0.0019574	0.0012331	0.00069182	0.00012024	0.00058255	0.00015906	-15982127.596
280590	0.010229	0.00075008	0.0027114	0.00029692	0.002144	0.0012358	0.00069331	0.00012274	0.00058171	0.0001455	-15982068.045
280620	0.010249	0.00075464	0.0025072	0.00029788	0.0021395	0.0012358	0.00068978	0.0001374	0.0005804	0.00015684	-15982372.660
280650	0.010294	0.0007637	0.002412	0.00030186	0.001908	0.0012459	0.00068998	0.00014598	0.00057978	0.00016718	-15981755.187
280680	0.010337	0.0007581	0.0023958	0.00029849	0.0019022	0.0012418	0.00068984	0.000151	0.00058189	0.00016124	-15982305.314
280710	0.010257	0.0007453	0.0022289	0.00029216	0.0022045	0.0012334	0.00068935	0.0001718	0.00058407	0.00015022	-15982244.698
280740	0.01026	0.00074737	0.00226	0.00029336	0.0023619	0.0012324	0.00068713	0.00017192	0.00058142	0.00014812	-15982050.869
280770	0.010308	0.00075261	0.0021995	0.00029378	0.0019553	0.0012378	0.0006878	0.00018062	0.00058521	0.00016573	-15982274.995
280800	0.010298	0.00075926	0.0021942	0.00029596	0.0018988	0.0012533	0.00070703	0.00018806	0.00060242	0.00016908	-15982564.767
280830	0.010344	0.00074597	0.0020593	0.00029106	0.0021949	0.0012463	0.00070165	0.00019556	0.00059727	0.00016152	-15982494.550
280860	0.010168	0.00075062	0.0022825	0.00029299	0.0024169	0.0012441	0.00069967	0.00017703	0.00059535	0.00014087	-15982382.933
280890	0.010196	0.0007576	0.0023615	0.00029596	0.0023774	0.0012511	0.00069994	0.00016842	0.00059508	0.00012677	-15982304.872
280920	0.010321	0.00075038	0.0023949	0.0002939	0.0024794	0.0012448	0.00069427	0.00015404	0.00058874	0.00011008	-15982187.371
280950	0.010286	0.00075566	0.002499	0.00029659	0.0025177	0.0012526	0.00069654	0.00015395	0.00058942	0.00010543	-15982580.867
280980	0.010211	0.00074938	0.0024526	0.00029316	0.0025485	0.0012525	0.0007028	0.00014826	0.00059667	0.00010037	-15982331.200
281010	0.010213	0.00074484	0.0026252	0.00028726	0.0022576	0.0012428	0.00069987	0.00014107	0.00059507	0.00011431	-15982748.028
281040	0.010445	0.00075171	0.0027482	0.00029146	0.0021246	0.0012575	0.00070417	0.00013312	0.00059553	0.00011786	-15982278.668
281070	0.010318	0.0007477	0.0027662	0.00028913	0.0023049	0.0012513	0.00070165	0.00012939	0.00059501	0.00011671	-15982201.655
281100	0.010317	0.00074685	0.0027924	0.00028806	0.0021826	0.0012513	0.0007067	0.00013918	0.00060082	0.00013692	-15982604.845
281130	0.010225	0.00074628	0.0027635	0.00028727	0.0023443	0.0012562	0.00071356	0.00014061	0.00060785	0.00012869	-15982839.857
281160	0.010222	0.00074774	0.0025914	0.0002879	0.0020524	0.0012546	0.00071362	0.00014559	0.00060776	0.00014904	-15982795.940
281190	0.010319	0.00074108	0.0025146	0.00028643	0.0020456	0.0012489	0.0007097	0.00014069	0.00060211	0.00015484	-15982701.644
281220	0.010333	0.00074154	0.0026678	0.0002852	0.0017691	0.0012521	0.00071032	0.00013027	0.00060561	0.00017914	-15982806.485
281250	0.010204	0.00074323	0.0026531	0.00028544	0.001889	0.0012514	0.00071244	0.00013003	0.0006083	0.0001816	-15982550.887
281280	0.01026	0.00073982	0.002715	0.00028531	0.0017899	0.0012511	0.00071022	0.00012945	0.00060389	0.00018596	-15982299.213
281310	0.010277	0.0007341	0.0028434	0.00028334	0.0017523	0.001246	0.00070887	0.00012298	0.00060224	0.00018797	-15982281.118
281340	0.010323	0.0007374	0.0029012	0.00028392	0.0018331	0.0012491	0.00071027	0.00011078	0.00060491	0.00018633	-15982379.634
281370	0.01037	0.00072702	0.0027578	0.00027671	0.0019259	0.001245	0.00071067	0.00011149	0.00061229	0.0001902	-15982539.047
281400	0.01043	0.00073098	0.0027542	0.00027895	0.0017758	0.0012357	0.00070142	0.00011197	0.00060272	0.00018758	-15981983.182
281430	0.010257	0.00072889	0.0027536	0.00027783	0.0017952	0.0012298	0.00070407	0.00010735	0.0006057	0.00019766	-15982278.189
281460	0.010307	0.00072398	0.0026449	0.00027614	0.0017605	0.0012227	0.00069529	0.00011019	0.00059775	0.00020124	-15981820.111
281490	0.01032	0.00072733	0.0026393	0.00027839	0.0016112	0.0012244	0.00069635	0.00011242	0.00059658	0.00021319	-15981985.438
281520	0.010376	0.00073664	0.0027023	0.00028145	0.0017972	0.0012287	0.00069975	0.00011219	0.00060056	0.00021076	-15981899.224
281550	0.010334	0.00071969	0.0030411	0.00027973	0.0018894	0.0012232	0.000697	0.00010538	0.00059715	0.00021146	-15982090.820
281580	0.010312	0.00072025	0.0027141	0.00028006	0.0020136	0.00123	0.00070403	0.00011248	0.00060293	0.00021893	-15981815.673
281610	0.010396	0.00071969	0.0025312	0.00028004	0.0016526	0.0012269	0.00070034	0.00011647	0.00059935	0.00023918	-15982288.614
281640	0.010414	0.00072596	0.0026277	0.00028337	0.0014584	0.0012273	0.00070061	0.00011011	0.00059769	0.00026559	-15982160.231
281670	0.010344	0.00072763	0.0026196	0.00028499	0.0015891	0.0012259	0.00069946	0.00011829	0.00059469	0.00023695	-15981971.193
281700	0.010333	0.00072186	0.0026964	0.00028281	0.0012846	0.001221	0.00069269	0.00011307	0.00058876	0.00025345	-15982179.590
281730	0.010375	0.00072534	0.0026023	0.00028952	0.0014835	0.0012352	0.00070474	0.000129	0.00060032	0.00026854	-15982345.914
281760	0.01026	0.00073007	0.0025367	0.00029103	0.0016793	0.0012394	0.00070706	0.00013562	0.00060308	0.00025232	-15982062.012
281790	0.010295	0.00071963	0.0024913	0.00028734	0.0015538	0.0012332	0.00070389	0.00013879	0.00059939	0.00026101	-15982379.983
281820	0.010297	0.00072025	0.0024596	0.00028755	0.001503	0.0012323	0.00070675	0.00013498	0.0006019	0.00024451	-15982468.370
281850	0.010295	0.00072307	0.0025839	0.0002896	0.001449	0.0012385	0.00071241	0.00013464	0.00060479	0.00023979	-15982405.224
281880	0.010237	0.0007211	0.0025849	0.00029077	0.0017151	0.0012338	0.00071145	0.00013137	0.0005999	0.00021642	-15982364.415
281910	0.010412	0.00070909	0.0026454	0.00028595	0.0016581	0.0012228	0.00070879	0.00013091	0.00059762	0.00022659	-15982348.085
281940	0.010322	0.00070274	0.0025467	0.00028184	0.0015168	0.0012292	0.00071405	0.00013702	0.00060536	0.0002167	-15982565.716
281970	0.010393	0.00070913	0.002661	0.00028482	0.0017292	0.0012347	0.000718	0.00012026	0.00060781	0.00019262	-15981922.423
282000	0.010407	0.00070676	0.0025981	0.00028364	0.0018971	0.0012311	0.00071503	0.00012917	0.00060579	0.00018699	-15981990.995
282030	0.010366	0.00071204	0.0026744	0.00028543	0.0018589	0.0012325	0.00071291	0.0001278	0.00060467	0.00019346	-15982155.313
282060	0.010337	0.00070877	0.0026734	0.00028356	0.0020448	0.0012259	0.00070414	0.00013147	0.00059842	0.00018743	-15982098.112
282090	0.010291	0.00070591	0.002589	0.00028202	0.0019365	0.0012286	0.00071117	0.00014335	0.00060524	0.00020062	-15982251.857
282120	0.010305	0.0007044	0.0026399	0.0002823	0.0019121	0.001228	0.00071328	0.00014661	0.00060514	0.00019294	-15982415.489
282150	0.010304	0.00070966	0.0025131	0.0002847	0.0018749	0.0012303	0.00070679	0.00015609	0.00059902	0.00015936	-15982670.911
282180	0.010221	0.00072215	0.0023769	0.0002898	0.0017988	0.0012435	0.00071419	0.00017621	0.00060511	0.0001585	-15982559.651
282210	0.010194	0.0007232	0.00236	0.00028984	0.001999	0.0012387	0.00071175	0.00017661	0.00060384	0.00014688	-15982700.351
282240	0.010299	0.00071849	0.0023756	0.00028669	0.0021005	0.001236	0.00070431	0.0001782	0.00060016	0.0001443	-15982666.059
282270	0.010251	0.00070895	0.0024356	0.00028334	0.0022645	0.0012267	0.00070535	0.00017404	0.00060008	0.00013419	-15982641.738
282300	0.010286	0.00070267	0.002307	0.00028064	0.0020815	0.0012222	0.00071161	0.00018417	0.00060581	0.0001396	-15982651.791
282330	0.010334	0.00070219	0.0022358	0.00028093	0.0021705	0.0012232	0.00071612	0.00017979	0.0006086	0.00014066	-15982301.283
282360	0.010371	0.000698	0.0022968	0.00027758	0.0020639	0.001211	0.0007029	0.00017267	0.00060098	0.0001306	-15982444.749
282390	0.010388	0.0007029	0.0024266	0.00027965	0.0022712	0.001219	0.00070783	0.00016944	0.0006049	0.00011711	-15982129.106
282420	0.010356	0.00070017	0.0024406	0.00027839	0.0023988	0.0012211	0.00071542	0.00016558	0.00061179	0.00011993	-15982405.055
282450	0.0103	0.00069987	0.002373	0.00027882	0.0021906	0.0012191	0.00071206	0.00017029	0.00060771	0.00014019	-15982250.985
282480	0.010231	0.00070129	0.0022771	0.00027984	0.0025697	0.0012208	0.00071507	0.00018263	0.00060931	0.00012411	-15982838.431
282510	0.010283	0.00070006	0.0024877	0.0002782	0.0024921	0.0012229	0.0007189	0.00016999	0.00061508	0.0001288	-15982052.170
282540	0.010239	0.00069136	0.0024282	0.00027556	0.0022505	0.001209	0.00071163	0.00016906	0.00060707	0.00013972	-15982537.222
282570	0.010345	0.00070521	0.002444	0.00028303	0.0022265	0.0012216	0.00071384	0.00015898	0.00060476	0.00015367	-15982205.765
282600	0.01034	0.00070136	0.0024503	0.00028179	0.0022276	0.0012146	0.00070492	0.00016299	0.00059654	0.00015584	-15982188.624
282630	0.010245	0.00069999	0.002528	0.00028187	0.0026099	0.0012135	0.00070445	0.00015518	0.00059482	0.00015	-15981881.614
282660	0.010336	0.00070211	0.0025383	0.00028252	0.0024651	0.001218	0.0007041	0.00015468	0.00059496	0.00015144	-15982244.698
282690	0.010437	0.0007033	0.0026017	0.00028229	0.0023491	0.0012194	0.00070529	0.000156	0.00059746	0.00015675	-15982373.670
282720	0.010411	0.00070149	0.0024758	0.00028212	0.0020972	0.001211	0.00070538	0.00017019	0.00059636	0.00016794	-15982523.221
282750	0.010303	0.00069446	0.0023454	0.00027891	0.0024399	0.0012039	0.00070096	0.00017264	0.00059342	0.00015007	-15982011.712
282780	0.010373	0.00069817	0.0022545	0.00027974	0.0025586	0.0012126	0.00070608	0.00018697	0.00059916	0.0001307	-15982207.097
282810	0.010338	0.00069919	0.0023258	0.00027891	0.0023524	0.0012075	0.00070453	0.00018075	0.00060051	0.00013957	-15981984.829
282840	0.010257	0.00069563	0.0022117	0.00027669	0.0021694	0.0012076	0.00070732	0.00018658	0.00060464	0.0001477	-15981774.588
282870	0.010328	0.00070177	0.0023728	0.00028038	0.0019167	0.0012101	0.00070255	0.00017193	0.00059788	0.00012976	-15982172.768
282900	0.010435	0.00069986	0.0025009	0.00028015	0.0018628	0.0012084	0.00070146	0.00015888	0.00059581	0.00014048	-15982127.058
282930	0.010379	0.00071055	0.0024564	0.00028555	0.0019597	0.0012096	0.00069488	0.0001524	0.00058791	0.00014223	-15982154.128
282960	0.010299	0.00071912	0.0024043	0.00028998	0.0021519	0.0012174	0.00070035	0.00015109	0.00059054	0.00013243	-15981972.444
282990	0.010322	0.00072965	0.0025243	0.00029436	0.0022857	0.0012274	0.00070146	0.00014679	0.00059119	0.00012984	-15982064.206
283020	0.010337	0.00072408	0.0023293	0.00029293	0.002354	0.0012176	0.00069302	0.00016463	0.00058246	0.00012958	-15982186.465
283050	0.010332	0.00071861	0.0023544	0.00029133	0.0022713	0.0012121	0.00069194	0.00015979	0.00058031	0.00013287	-15981960.348
283080	0.010216	0.00072089	0.002434	0.00029148	0.0022719	0.0012117	0.00069374	0.00016606	0.00058338	0.00013147	-15981888.862
283110	0.010416	0.00072425	0.0025562	0.00029806	0.0020216	0.0012319	0.00070805	0.00015663	0.0005952	0.00014204	-15982404.175
283140	0.010308	0.00072241	0.0026296	0.00029859	0.0020715	0.0012241	0.00070409	0.00015064	0.00058932	0.00014667	-15982238.637
283170	0.010338	0.00071151	0.0024494	0.00029211	0.0020476	0.0012169	0.00070696	0.00016647	0.00059571	0.00015437	-15982279.882
283200	0.010363	0.00070587	0.0023563	0.00028969	0.0022325	0.0012159	0.00070259	0.00017103	0.00059226	0.00015071	-15982111.471
283230	0.010335	0.00070442	0.0023124	0.00028714	0.0023591	0.0012155	0.00070528	0.00017466	0.00059856	0.0001398	-15982165.258
283260	0.010283	0.00071205	0.0024886	0.00029128	0.0024822	0.0012247	0.00070526	0.00016322	0.00059642	0.00012594	-15982135.563
283290	0.010292	0.00070271	0.0026768	0.00028737	0.0022347	0.0012133	0.0006981	0.00014997	0.00059056	0.00014673	-15982128.925
283320	0.010292	0.00071303	0.0024864	0.00029051	0.0019651	0.0012239	0.00070089	0.00014628	0.00059511	0.00015095	-15982426.496
283350	0.01034	0.00071377	0.0023892	0.00029035	0.0017189	0.0012209	0.00069829	0.00015445	0.00059385	0.00015887	-15982141.654
283380	0.010255	0.00072066	0.0024974	0.00029398	0.0018666	0.0012189	0.00069495	0.00014028	0.00058936	0.00015519	-15982504.525
283410	0.010315	0.00073609	0.0024893	0.00030264	0.0018215	0.0012337	0.00070297	0.00014691	0.00059149	0.00014758	-15982220.742
283440	0.010279	0.0007261	0.0025137	0.00029758	0.0019352	0.0012192	0.00069653	0.00014947	0.00058794	0.00014756	-15981843.142
283470	0.010272	0.00073459	0.0026254	0.00030193	0.0019472	0.001229	0.00069679	0.00014603	0.00058648	0.00015705	-15982096.604
283500	0.010294	0.00072219	0.0023427	0.00029595	0.0019892	0.0012203	0.00069408	0.00014932	0.00058594	0.0001602	-15982207.280
283530	0.010287	0.00071577	0.002467	0.00029307	0.0021983	0.0012096	0.00069043	0.00015073	0.00058336	0.00014248	-15982186.379
283560	0.010324	0.00071705	0.002357	0.00029218	0.0022358	0.0012148	0.00069591	0.00016414	0.00059083	0.0001469	-15982025.276
283590	0.010261	0.00071992	0.0023673	0.00029272	0.0021375	0.0012175	0.00069875	0.00017659	0.00059452	0.00014561	-15982152.029
283620	0.01029	0.0007159	0.0022972	0.0002913	0.0021481	0.0012127	0.00069683	0.00019935	0.00059245	0.00013547	-15981693.862
283650	0.010349	0.00071512	0.0023272	0.0002914	0.0020047	0.0012127	0.00069522	0.00018645	0.00059024	0.00014002	-15982322.619
283680	0.01023	0.00071057	0.0023552	0.00029031	0.0017874	0.0012126	0.00069916	0.00017726	0.00059202	0.00014727	-15982130.671
283710	0.0103	0.00071415	0.0022247	0.00029091	0.001897	0.00122	0.00070265	0.00018302	0.00059675	0.00015711	-15982171.238
283740	0.010323	0.00071354	0.0023188	0.00028864	0.0016436	0.0012184	0.00070502	0.00016455	0.00060295	0.00016099	-15982204.564
283770	0.010272	0.00071599	0.0023706	0.00029232	0.0018458	0.0012207	0.00069969	0.00015982	0.00059287	0.00013965	-15982231.944
283800	0.010396	0.00071367	0.0023403	0.00029262	0.0018027	0.0012179	0.00070084	0.00016214	0.00059132	0.00015117	-15982022.118
283830	0.010396	0.00072061	0.0022273	0.00029603	0.0019096	0.0012222	0.00070765	0.00018301	0.00059593	0.00016613	-15981814.321
283860	0.010305	0.000708	0.0023355	0.0002915	0.0019247	0.0012077	0.0007006	0.00017452	0.00058869	0.00017859	-15981882.813
283890	0.010397	0.00070659	0.0023922	0.00029137	0.0016092	0.0012095	0.00069557	0.00017428	0.00058356	0.0001844	-15982207.220
283920	0.010413	0.00070815	0.0023403	0.0002914	0.0018095	0.0012055	0.00069157	0.00017652	0.0005814	0.00017132	-15982224.705
283950	0.010337	0.00070224	0.0023	0.00028789	0.0019889	0.0012014	0.00069575	0.00017514	0.00058711	0.00014453	-15981919.320
283980	0.010373	0.00069706	0.0024284	0.00028671	0.0018907	0.0011957	0.00069422	0.00016124	0.0005839	0.00013146	-15982028.628
284010	0.010374	0.00070303	0.0023604	0.00028997	0.0018807	0.0012041	0.00069769	0.00016884	0.00058519	0.00014776	-15982017.129
284040	0.010318	0.00070952	0.0025193	0.00029134	0.0018491	0.0012099	0.00069861	0.00016535	0.00058859	0.00015026	-15982116.699
284070	0.010352	0.00071055	0.0024219	0.00029112	0.0020016	0.0012076	0.00069034	0.00017185	0.00058291	0.00015693	-15982277.846
284100	0.010365	0.00072955	0.0023976	0.00029735	0.0019675	0.0012231	0.00069944	0.00017627	0.00059367	0.0001522	-15982196.847
284130	0.010251	0.00072378	0.002423	0.00029546	0.0016922	0.0012177	0.00069304	0.00018047	0.00058733	0.00016943	-15982209.571
284160	0.010196	0.00072382	0.0024043	0.00029444	0.0018365	0.0012199	0.00069666	0.00016748	0.00059246	0.00015167	-15982295.716
284190	0.010216	0.00071801	0.0022355	0.00029267	0.0018219	0.0012113	0.00069402	0.00018287	0.00058903	0.00015695	-15982015.917
